datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,sub_metering_4
2006-12-20 08:00:00,2.1764581,0.10223333,241.00221,9.038333,0.0,9.6375,17.783333,8.853472
2006-12-20 12:00:00,1.1063666,0.0866,243.70692,4.5658336,0.0,0.2,13.15,5.0894446
2006-12-20 16:00:00,1.7818501,0.108049996,240.75366,7.5125,0.0,0.20833333,6.925,22.564167
2006-12-20 20:00:00,3.1655667,0.16688332,238.3973,13.27,0.0,0.25416666,17.4125,35.092777
2006-12-21 00:00:00,1.1278332,0.10913333,243.83621,4.6233335,0.0,0.25416666,13.379167,5.163889
2006-12-21 04:00:00,0.52839166,0.071333334,243.70847,2.2183335,0.0,0.12916666,0.0,8.6773615
2006-12-21 08:00:00,1.6336083,0.09695,239.80371,6.8858333,5.1458335,2.8833334,9.483334,9.714306
2006-12-21 12:00:00,0.95966667,0.08996667,242.67447,4.085833,0.0,7.225,3.0541666,5.7152777
2006-12-21 16:00:00,1.9382833,0.1148,235.95488,8.2325,1.1708333,0.4375,14.433333,16.263056
2006-12-21 20:00:00,0.99258333,0.119625,240.25734,4.2308335,1.0375,0.2875,3.2166667,12.001389
2006-12-22 00:00:00,0.2701083,0.08615833,245.69067,1.1583333,0.0,0.25833333,0.0,4.243472
2006-12-22 04:00:00,0.81848335,0.087124996,244.17929,3.4266665,0.0,0.12916666,3.1583333,10.3538885
2006-12-22 08:00:00,1.8095584,0.082175,239.5062,7.5316668,6.2208333,0.25416666,16.395834,7.2884727
2006-12-22 12:00:00,1.0418917,0.22305001,240.89375,4.52,2.6583333,0.28333333,5.9875,8.435695
2006-12-22 16:00:00,2.4232833,0.19582501,238.88829,10.1625,0.0,0.2625,12.395833,27.729723
2006-12-22 20:00:00,3.39225,0.104441665,237.94908,14.4383335,4.25,0.27083334,8.441667,43.575
2006-12-23 00:00:00,1.7233334,0.093666665,243.5903,7.538333,0.0,0.25833333,0.0,28.46389
2006-12-23 04:00:00,2.4483583,0.076125,241.42226,10.4775,0.0,0.12916666,4.9958334,35.680973
2006-12-23 08:00:00,3.3921,0.12054167,239.19191,14.2375,0.0,0.25833333,13.670834,42.605835
2006-12-23 12:00:00,3.5355418,0.20713334,240.10545,14.83,0.0,0.25833333,15.683333,42.984028
2006-12-23 16:00:00,4.4497166,0.23091666,237.7127,18.81,4.3625,0.59166664,17.320833,51.886948
2006-12-23 20:00:00,4.3400583,0.19440834,238.79384,18.275,6.758333,0.275,9.6875,55.613472
2006-12-24 00:00:00,2.803375,0.079516664,242.00449,12.127501,3.7416666,0.2625,9.625,33.09375
2006-12-24 04:00:00,1.6449,0.081675,245.022,7.554167,0.0,0.25833333,0.0,27.156668
2006-12-24 08:00:00,2.2304251,0.092,238.98871,9.649167,0.0,2.6541667,12.2125,22.307085
2006-12-24 12:00:00,2.302075,0.18021666,240.33488,9.675,1.6375,17.245832,4.4625,15.022083
2006-12-24 16:00:00,1.1632167,0.10014167,241.1193,4.850833,1.7166667,0.49583334,2.4125,14.761945
2006-12-24 20:00:00,0.48105833,0.09103333,242.65526,1.9858334,0.0,0.25833333,0.0,7.759306
2006-12-25 00:00:00,0.808575,0.10684167,246.3998,3.3300002,0.0,0.1875,3.625,9.663751
2006-12-25 04:00:00,0.53490835,0.07971667,246.805,2.195,0.0,0.19166666,0.083333336,8.640139
2006-12-25 08:00:00,2.2662084,0.19831666,242.64613,9.382501,2.4208333,0.25416666,5.5875,29.507639
2006-12-25 12:00:00,2.1654,0.19348334,243.67096,9.129167,13.25,0.22916667,4.8083334,17.8025
2006-12-25 16:00:00,2.4992998,0.27508333,240.56041,10.491667,7.804167,2.4666667,2.7166667,28.667501
2006-12-25 20:00:00,3.1552749,0.147725,240.31729,13.180833,4.108333,4.8458333,7.325,36.30875
2006-12-26 00:00:00,2.421725,0.08295833,244.16917,9.849167,0.0,0.325,0.0,40.037086
2006-12-26 04:00:00,2.726125,0.08966667,242.7317,11.189166,0.0,0.35,2.8083334,42.277084
2006-12-26 08:00:00,3.0816083,0.08111667,238.21701,12.929999,0.0,2.3041666,15.5875,33.46847
2006-12-26 12:00:00,2.9519248,0.134125,241.92874,12.255833,0.0,6.8125,17.920834,24.465418
2006-12-26 16:00:00,3.2684417,0.1917,239.48079,13.675833,0.0,0.42916667,17.566668,36.478195
2006-12-26 20:00:00,1.9423001,0.10835834,243.2252,8.1875,4.525,0.33333334,8.529166,18.984167
2006-12-27 00:00:00,0.47501665,0.12993333,248.61746,2.2033334,0.0,0.1875,0.0,7.7294445
2006-12-27 04:00:00,1.0087084,0.1342,245.58905,4.3875,0.0,0.25416666,3.6541667,12.903472
2006-12-27 08:00:00,2.0315666,0.09381667,239.99591,8.429167,0.0,0.14166667,17.645834,16.071943
2006-12-27 12:00:00,0.4849,0.121225,243.70558,2.1216667,0.0,0.29166666,3.2083333,4.5816665
2006-12-27 16:00:00,1.0896833,0.12980834,241.25975,4.6325,0.0,0.14583333,0.0,18.015556
2006-12-27 20:00:00,1.2799584,0.13644166,243.43642,5.3308334,0.0,0.2875,4.5583334,16.486805
2006-12-28 00:00:00,0.47780836,0.13736667,246.72758,2.0866668,0.0,0.14583333,3.025,4.792639
2006-12-28 04:00:00,0.48385,0.1561,246.61662,2.1316667,0.0,0.2875,0.5083333,7.2683334
2006-12-28 08:00:00,1.1158166,0.11805,242.07304,4.735,4.9041667,0.14166667,6.5291667,7.021944
2006-12-28 12:00:00,1.0881333,0.12823334,243.27371,4.5408335,0.0,0.16666667,9.5125,8.456388
2006-12-28 16:00:00,2.345975,0.15959167,239.14967,9.865833,0.0,2.1625,14.308333,22.62875
2006-12-28 20:00:00,3.1244082,0.170975,241.76936,13.1575,4.2916665,15.508333,4.35,27.923471
2006-12-29 00:00:00,2.00195,0.100091666,246.62476,8.491667,0.0,0.43333334,2.2666667,30.665833
2006-12-29 04:00:00,2.7838,0.108391665,243.6015,11.416667,0.0,0.39166668,2.9625,43.0425
2006-12-29 08:00:00,2.7353415,0.092141666,240.4418,11.339167,0.0,0.1375,16.445833,29.005695
2006-12-29 12:00:00,1.3279167,0.190075,242.23904,5.5641665,0.0,0.27916667,14.541667,7.311111
2006-12-29 16:00:00,1.2235583,0.15435,235.63437,5.3033338,0.0,2.25,1.2791667,16.863472
2006-12-29 20:00:00,3.1540668,0.17325833,236.68637,13.513333,5.2166667,18.016666,9.708333,19.62611
2006-12-30 00:00:00,0.2988,0.12664166,244.61217,1.3883334,0.0,0.51666665,0.0,4.463333
2006-12-30 04:00:00,0.435525,0.12291667,245.72862,1.9016666,0.0,0.3375,2.4333334,4.4879165
2006-12-30 08:00:00,3.315275,0.27059168,238.87187,14.095,3.0541666,16.070833,12.2375,23.892084
2006-12-30 12:00:00,2.4193833,0.31176665,240.36147,10.179167,0.0,9.220834,17.695833,13.406389
2006-12-30 16:00:00,3.5381167,0.36732498,234.93904,15.16,5.2458334,6.5916667,16.925,30.206112
2006-12-30 20:00:00,1.64335,0.101349995,238.72495,7.0783334,4.5,0.15,2.8583333,19.880833
2006-12-31 00:00:00,0.723225,0.11706667,244.43678,3.3066666,0.0,0.29166666,0.0,11.762083
2006-12-31 04:00:00,2.0486,0.1057,242.52904,8.621667,0.0,0.2875,4.2833333,29.5725
2006-12-31 08:00:00,3.27055,0.11491667,238.57909,13.658334,0.0,0.14166667,8.75,45.6175
2006-12-31 12:00:00,3.256275,0.12176667,239.10767,13.588333,0.0,0.28333333,11.0375,42.950417
2006-12-31 16:00:00,2.60825,0.089625,236.92455,10.9275,0.0,0.29166666,0.0,43.179165
2006-12-31 20:00:00,2.6522498,0.079475,237.80232,11.095,0.0,0.15,3.0208333,41.033333
2007-01-01 00:00:00,2.5495083,0.0953,242.23093,10.478333,0.0,0.29583332,0.0,42.195972
2007-01-01 04:00:00,2.4637415,0.09570833,241.5852,10.120833,0.0,0.28333333,0.0,40.77903
2007-01-01 08:00:00,2.7064002,0.08178333,239.16792,11.2491665,0.0,0.15833333,3.6291666,41.319164
2007-01-01 12:00:00,1.9954584,0.13504167,238.99983,8.378333,0.0,0.2875,6.633333,26.336805
2007-01-01 16:00:00,1.3040917,0.109125,238.23953,5.4266667,0.0,0.2625,14.2375,7.2348614
2007-01-01 20:00:00,0.4349833,0.1004,240.55046,1.8483334,0.0,0.17916666,0.0,7.0705557
2007-01-02 00:00:00,0.444725,0.111541666,244.25455,1.9225,0.0,0.29166666,0.0,7.1204166
2007-01-02 04:00:00,0.652525,0.09615,242.71634,2.74,0.0,0.15,3.6083333,7.117083
2007-01-02 08:00:00,0.437675,0.108899996,240.14522,1.8433334,0.0,0.27916667,0.0,7.0154166
2007-01-02 12:00:00,0.69037503,0.11864167,243.45425,2.8841667,0.0,0.3,3.9708333,7.235417
2007-01-02 16:00:00,1.7714083,0.17425832,239.53488,7.45,0.0,0.14166667,14.758333,14.623472
2007-01-02 20:00:00,1.291775,0.1836,241.55745,5.4441667,0.0,0.2875,5.0041666,16.237917
2007-01-03 00:00:00,0.6660667,0.123841666,245.37404,2.8391669,0.0,0.28333333,0.0,10.817778
2007-01-03 04:00:00,0.471625,0.12619166,244.69284,2.0383334,0.0,0.14583333,2.7208333,4.99375
2007-01-03 08:00:00,0.6931833,0.14666668,241.65187,3.035,0.0,0.28333333,2.1125,9.157223
2007-01-03 12:00:00,1.0525167,0.146125,244.05775,4.3691664,0.0,0.15833333,12.195833,5.1877775
2007-01-03 16:00:00,0.32575,0.16260834,242.54263,1.525,0.0,0.275,0.0,5.1541667
2007-01-03 20:00:00,1.0160834,0.114266664,243.02342,4.2774997,0.0,0.2875,2.825,13.822222
2007-01-04 00:00:00,2.7552917,0.09669166,240.27658,11.435834,4.3791666,2.5333333,0.0,39.00903
2007-01-04 04:00:00,2.3500502,0.09855,239.80496,9.720834,0.0,0.3,0.0,38.8675
2007-01-04 08:00:00,2.2438083,0.11156667,239.19786,9.398334,0.0,0.28333333,13.020833,24.09264
2007-01-04 12:00:00,2.6260333,0.20269999,240.71996,11.068333,0.0,20.183332,15.1125,8.471389
2007-01-04 16:00:00,2.8726666,0.18411666,237.89009,12.094167,0.0,7.8541665,17.266666,22.756945
2007-01-04 20:00:00,0.7330333,0.14930001,240.61234,3.1516669,0.0,0.5,0.0,11.717222
2007-01-05 00:00:00,2.291325,0.12554166,241.9665,9.4425,0.0,0.32916668,2.2333333,35.626247
2007-01-05 04:00:00,2.3809333,0.10153333,241.61934,9.804999,0.0,0.20416667,0.0,39.478054
2007-01-05 08:00:00,1.92325,0.10275833,238.67183,8.0875,0.0,0.25416666,2.5625,29.2375
2007-01-05 12:00:00,0.38783333,0.14403334,243.70558,1.7616667,0.0,0.3125,0.0,6.151389
2007-01-05 16:00:00,1.8789333,0.13863333,238.0477,7.9775,0.020833334,0.29583332,11.4875,19.511389
2007-01-05 20:00:00,2.4434083,0.108975,238.96362,10.236667,6.1583333,0.18333334,15.391666,18.990139
2007-01-06 00:00:00,0.64318335,0.1428,243.2153,2.7741666,0.0,0.31666666,4.9791665,5.423889
2007-01-06 04:00:00,0.31864166,0.14259167,242.84183,1.4699999,0.0,0.3125,0.0,4.998194
2007-01-06 08:00:00,1.259075,0.1066,238.45958,5.3841662,0.0,0.16666667,4.045833,16.772083
2007-01-06 12:00:00,2.1854084,0.15400834,237.23093,9.418333,5.5666666,0.3125,13.954166,16.59014
2007-01-06 16:00:00,1.11745,0.12714167,236.12912,4.8616667,0.0,0.31666666,0.0,18.307499
2007-01-06 20:00:00,0.76115,0.12764166,240.16159,3.355,0.0,0.25,0.6791667,11.756667
2007-01-07 00:00:00,0.462675,0.14245833,244.69908,2.0616667,0.0,0.225,2.4541667,5.032083
2007-01-07 04:00:00,0.32306668,0.15798333,245.18326,1.5224999,0.0,0.3125,0.0,5.0719447
2007-01-07 08:00:00,0.698875,0.15539166,241.64879,3.0933335,0.0,2.0333333,3.5666666,6.047917
2007-01-07 12:00:00,2.5468416,0.20094167,239.86458,10.775,4.1291666,16.2875,12.916667,9.114028
2007-01-07 16:00:00,3.203375,0.22300833,235.43929,13.713333,0.16666667,9.120833,16.995832,27.10625
2007-01-07 20:00:00,2.9635835,0.145525,238.57991,12.53,3.9833333,6.0916667,17.441668,21.87639
2007-01-08 00:00:00,1.3632166,0.09125833,241.55478,5.600833,0.0,0.37083334,17.858334,4.4911113
2007-01-08 04:00:00,0.9903,0.105175,240.90062,4.168333,0.0,0.37916666,8.45,7.675833
2007-01-08 08:00:00,1.5689666,0.120525,237.68658,6.5941668,0.0,0.27083334,14.8875,10.991111
2007-01-08 12:00:00,1.1770333,0.11095,240.17789,4.98,0.0,0.22083333,8.679167,10.717222
2007-01-08 16:00:00,2.4306417,0.25861666,237.23878,10.305833,0.0,0.3375,17.245832,22.927362
2007-01-08 20:00:00,1.8088417,0.17834166,239.90305,7.6608334,0.0,0.36666667,5.991667,23.789028
2007-01-09 00:00:00,0.33468333,0.11994167,243.01471,1.5191667,0.0,0.29166666,0.5375,4.748889
2007-01-09 04:00:00,1.1115334,0.12084167,240.66441,4.73,0.0625,0.20416667,7.3875,10.871388
2007-01-09 08:00:00,1.5719833,0.11619166,238.46434,6.5666666,4.6833334,0.32083333,15.866667,5.328889
2007-01-09 12:00:00,0.3525,0.13500834,241.655,1.6141666,0.0,0.3375,0.375,5.1625
2007-01-09 16:00:00,2.0595334,0.18101667,238.5175,8.703334,0.80833334,2.3083334,13.804167,17.404722
2007-01-09 20:00:00,2.3574915,0.19053334,240.60916,9.993333,1.4791666,14.316667,2.8208334,20.674862
2007-01-10 00:00:00,0.44538334,0.12620834,244.10588,1.9783332,0.0,0.5541667,2.3458333,4.5230556
2007-01-10 04:00:00,0.9688417,0.15931667,242.46255,4.164167,0.0,0.45416668,5.0,10.693194
2007-01-10 08:00:00,2.5915082,0.14598332,238.57112,10.888333,3.2125,10.570833,17.104166,12.304306
2007-01-10 12:00:00,1.2427917,0.1541,241.42975,5.27,0.0,6.1625,6.3875,8.163195
2007-01-10 16:00:00,2.2656417,0.2349,238.91188,9.633333,0.0,0.525,9.0625,28.173195
2007-01-10 20:00:00,1.4641666,0.131375,240.68355,6.2125,0.0,0.3,5.983333,18.119444
2007-01-11 00:00:00,0.44798332,0.1346,244.787,2.005,0.0,0.29166666,2.5583334,4.616389
2007-01-11 04:00:00,1.0016583,0.12996666,242.18155,4.2774997,0.0,0.2875,5.1208334,11.285972
2007-01-11 08:00:00,1.5992583,0.122833334,240.53053,6.635,3.5041666,0.20833333,16.9,6.0418057
2007-01-11 12:00:00,0.39109167,0.14778332,242.97575,1.7925,0.0,0.225,0.9375,5.355695
2007-01-11 16:00:00,3.6261916,0.2328,236.89967,15.405834,2.2375,4.1458335,17.2,36.853195
2007-01-11 20:00:00,2.3304584,0.19043332,239.55962,9.834167,0.0,3.8833334,9.0125,25.945139
2007-01-12 00:00:00,0.38040832,0.15120834,242.20671,1.7316667,0.0,0.46666667,0.0,5.873472
2007-01-12 04:00:00,1.347325,0.123975,242.0808,5.6716666,0.0,0.24583334,9.366667,12.8429165
2007-01-12 08:00:00,1.1327,0.12449167,239.9957,4.735833,0.0,0.28333333,11.441667,7.1533337
2007-01-12 12:00:00,0.286275,0.12155,243.66092,1.3691667,0.0,0.22916667,0.0,4.5420833
2007-01-12 16:00:00,1.4193166,0.12815,240.518,5.985,0.0,0.30833334,8.6375,14.709444
2007-01-12 20:00:00,1.5227084,0.18037501,240.76712,6.3616667,0.0,0.29583332,5.0375,20.04514
2007-01-13 00:00:00,0.43985835,0.107258335,242.86496,1.9675001,0.0,0.21666667,2.5541666,4.560139
2007-01-13 04:00:00,0.66535,0.12973334,243.0273,2.865,0.0,0.22916667,2.7916667,8.068334
2007-01-13 08:00:00,2.7761333,0.28426665,237.54716,11.838333,11.175,3.85,7.2875,23.956388
2007-01-13 12:00:00,1.8276833,0.21711667,241.06055,7.663333,4.075,7.5,6.633333,12.253056
2007-01-13 16:00:00,2.474575,0.23621668,238.05862,10.4175,0.0,0.38333333,11.3125,29.547083
2007-01-13 20:00:00,5.094792,0.23680833,233.14308,21.966667,17.275,0.21666667,16.675,50.74653
2007-01-14 00:00:00,2.5644333,0.15863332,239.8046,11.002501,2.6958334,0.32916668,4.2083335,35.50722
2007-01-14 04:00:00,1.2613751,0.1157,240.57591,5.6516666,0.0,0.31666666,0.0,20.70625
2007-01-14 08:00:00,1.5715333,0.09268333,238.6425,6.8233333,0.0,1.3958334,7.4666667,17.329721
2007-01-14 12:00:00,1.4839333,0.20991667,240.80453,6.2675,2.1083333,1.7625,11.941667,8.919723
2007-01-14 16:00:00,3.6236167,0.22950834,234.90483,15.511667,2.6,13.425,13.058333,31.310278
2007-01-14 20:00:00,2.03445,0.14054999,238.20296,8.5441675,0.0,0.33333334,17.3875,16.186666
2007-01-15 00:00:00,0.862725,0.095583335,242.92612,3.5783334,0.0,0.2125,9.704166,4.4620833
2007-01-15 04:00:00,0.69720834,0.09385834,242.65254,2.9766667,0.0,0.20416667,3.0208333,8.395139
2007-01-15 08:00:00,1.8543583,0.104208335,238.64346,7.7441664,4.579167,0.25,17.454166,8.622639
2007-01-15 12:00:00,1.222625,0.11883333,243.04092,5.1916666,0.0,0.2625,11.004167,9.110416
2007-01-15 16:00:00,2.1384666,0.13739166,238.71509,8.993333,0.0,2.1,17.4625,16.078611
2007-01-15 20:00:00,2.1774416,0.17870833,241.46733,9.085,0.0,6.3,4.5333333,25.457361
2007-01-16 00:00:00,0.3222,0.104550004,243.92226,1.4475,0.0,0.80833334,0.0,4.561667
2007-01-16 04:00:00,1.0943501,0.10204167,241.86746,4.615,0.004166667,0.35833332,7.1583333,10.718333
2007-01-16 08:00:00,0.75333333,0.104925,241.5005,3.285,4.4166665,0.20833333,0.9375,6.993056
2007-01-16 12:00:00,1.4216583,0.17443332,242.92618,6.0183334,4.175,0.76666665,5.9375,12.815139
2007-01-16 16:00:00,2.3990333,0.16186666,239.06026,10.1,0.0,0.33333334,13.395833,26.254723
2007-01-16 20:00:00,1.0361084,0.1248,242.3919,4.39,0.0,0.20833333,0.0,17.060139
2007-01-17 00:00:00,0.41829166,0.09461667,242.8188,1.7683333,0.0,0.20833333,2.3458333,4.417361
2007-01-17 04:00:00,0.9157,0.109966666,241.1832,3.8774998,0.0,0.20833333,4.8958335,10.1575
2007-01-17 08:00:00,3.2196083,0.21195,239.62372,13.556667,10.041667,10.083333,17.5875,15.9476385
2007-01-17 12:00:00,2.1436417,0.132575,242.93008,8.846666,0.0,8.279166,18.0625,9.3856945
2007-01-17 16:00:00,2.30765,0.14520833,240.12137,9.650833,0.0,4.9083333,8.379167,25.173334
2007-01-17 20:00:00,2.8604748,0.14215,239.35432,12.003333,4.5416665,0.21666667,15.6625,27.25375
2007-01-18 00:00:00,0.77868336,0.10564167,243.07375,3.255,0.0,0.21666667,8.083333,4.6780553
2007-01-18 04:00:00,0.9818917,0.09634166,242.13155,4.1866665,0.0,0.21666667,5.2083335,10.939861
2007-01-18 08:00:00,1.03265,0.10656667,239.74583,4.338333,0.0,0.24166666,11.079166,5.89
2007-01-18 12:00:00,0.449,0.12636667,241.62692,2.0266666,0.0,0.2875,1.0958333,6.1
2007-01-18 16:00:00,2.4282165,0.181675,238.20695,10.216666,0.0,0.22083333,16.691668,23.557777
2007-01-18 20:00:00,1.9189833,0.123875,240.57658,8.031667,0.0,0.21666667,14.054167,17.712221
2007-01-19 00:00:00,0.30875832,0.10320833,241.6418,1.38,0.0,0.2125,0.0,4.933472
2007-01-19 04:00:00,1.0643667,0.11706667,240.32599,4.524167,0.008333334,0.2125,3.8583333,13.660277
2007-01-19 08:00:00,1.3408166,0.091275,237.34775,5.6625,4.4875,0.2125,12.1375,5.509444
2007-01-19 12:00:00,0.36670002,0.120749995,243.93596,1.6625,0.0,0.24166666,0.0,5.8700004
2007-01-19 16:00:00,1.0170666,0.12763333,239.10695,4.3158336,0.0,0.28333333,5.4166665,11.251111
2007-01-19 20:00:00,2.0707917,0.14861666,238.60721,8.7125,4.266667,0.2125,8.470834,21.563194
2007-01-20 00:00:00,1.25995,0.11301667,242.20775,5.5975003,0.0,0.2125,0.0,20.786665
2007-01-20 04:00:00,1.3236833,0.098799996,240.95459,5.863333,0.0,0.2125,2.25,19.598888
2007-01-20 08:00:00,2.10975,0.25836667,237.1392,9.069167,6.1875,2.1875,5.991667,20.795834
2007-01-20 12:00:00,2.6748083,0.25001666,239.64934,11.295,8.195833,10.7,16.179167,9.505139
2007-01-20 16:00:00,3.6007833,0.154825,234.13275,15.475833,0.0,7.9625,16.808332,35.242226
2007-01-20 20:00:00,2.0882418,0.118149996,239.1212,8.7875,3.6333334,0.48333332,6.4375,24.24986
2007-01-21 00:00:00,1.40955,0.13579167,242.22401,6.1725,0.0,0.32083333,3.125,20.046667
2007-01-21 04:00:00,1.3118417,0.08358333,242.40254,5.8233333,0.0,0.2125,0.0,21.651527
2007-01-21 08:00:00,2.2112248,0.12150834,237.49242,9.460834,5.2,0.20416667,13.145833,18.30375
2007-01-21 12:00:00,2.28445,0.24014166,238.86728,9.701666,13.370833,2.025,13.325,9.353333
2007-01-21 16:00:00,3.2646,0.15316667,234.9125,14.109166,3.5583334,14.654166,10.2125,25.984999
2007-01-21 20:00:00,3.7152584,0.22304167,237.90996,15.876666,20.979166,5.7791667,8.520833,26.641806
2007-01-22 00:00:00,0.28570834,0.09629167,244.31233,1.2791667,0.0,0.2125,0.0,4.549306
2007-01-22 04:00:00,0.85716665,0.10825,243.59258,3.5966668,0.0,0.2125,3.1125,10.961111
2007-01-22 08:00:00,2.186175,0.11710834,239.16092,9.1125,4.391667,0.25,17.525,14.269583
2007-01-22 12:00:00,1.3275416,0.118708335,243.39925,5.455,0.0,0.24583334,16.2125,5.667361
2007-01-22 16:00:00,1.8500417,0.14793333,238.6275,7.8408337,0.0,1.8916667,6.4708333,22.471527
2007-01-22 20:00:00,2.5787582,0.11438333,240.5262,10.8475,0.0,9.616667,4.016667,29.345972
2007-01-23 00:00:00,0.88059163,0.10728334,244.93611,3.8866665,0.0,3.2416666,2.675,8.759861
2007-01-23 04:00:00,0.9028083,0.09399167,242.90717,3.9708333,0.0,0.45416668,1.7625,12.830139
2007-01-23 08:00:00,0.91027504,0.085075,241.39693,3.7891665,0.0,0.225,8.725,6.22125
2007-01-23 12:00:00,0.27917498,0.088983335,244.22025,1.2199999,0.0,0.18333334,0.0,4.469583
2007-01-23 16:00:00,2.0934668,0.100841664,242.29474,8.724167,0.0,0.14583333,2.2666667,32.47861
2007-01-23 20:00:00,2.3405166,0.099991664,240.82011,9.974167,0.0,0.18333334,5.6583333,33.166943
2007-01-24 00:00:00,1.5992501,0.07869167,243.60141,6.838333,0.0,0.20416667,2.4208333,24.029167
2007-01-24 04:00:00,1.9491417,0.082441665,242.6758,8.341666,0.0,0.20416667,3.2666667,29.014862
2007-01-24 08:00:00,2.8667169,0.111941665,238.39583,12.114166,5.3,9.1,16.8125,16.56611
2007-01-24 12:00:00,2.20705,0.16554166,242.4715,9.115833,9.133333,0.38333333,18.004168,9.263333
2007-01-24 16:00:00,2.1836832,0.12008333,239.81691,9.104167,0.0,0.2375,3.6791666,32.478054
2007-01-24 20:00:00,1.64355,0.18321666,241.7847,6.8875,0.0,0.20416667,4.75,22.438334
2007-01-25 00:00:00,0.35421667,0.0978,246.16959,1.5366666,0.0,0.20416667,1.1708333,4.528611
2007-01-25 04:00:00,0.9271,0.09649167,244.82887,3.9208333,0.0,0.2,4.9,10.351666
2007-01-25 08:00:00,0.618725,0.08383334,241.61317,2.5791667,0.0,0.19583334,5.7125,4.40375
2007-01-25 12:00:00,0.89243335,0.12344167,243.56609,3.71,0.0,0.2,7.7083335,6.965555
2007-01-25 16:00:00,2.1786666,0.091858335,241.27676,9.073334,4.825,0.09583333,17.529167,13.861112
2007-01-25 20:00:00,1.6802917,0.10724167,243.09172,6.9558334,0.0,0.19583334,9.808333,18.000694
2007-01-26 00:00:00,0.27980834,0.08861666,244.66504,1.2516667,0.0,0.19583334,0.0,4.467639
2007-01-26 04:00:00,0.9806917,0.08195833,243.43991,4.1341667,0.0,0.2,6.0041666,10.140695
2007-01-26 08:00:00,1.1631,0.072566666,240.6603,4.95,0.0,0.09583333,4.6583333,14.630833
2007-01-26 12:00:00,1.3788334,0.10651667,244.26758,5.7308335,0.0,0.19583334,15.25,7.5347223
2007-01-26 16:00:00,0.881325,0.11770833,242.45929,3.7208333,0.0,0.2,0.0,14.48875
2007-01-26 20:00:00,2.0577917,0.12805833,241.13863,8.540833,4.8458333,0.2,8.4125,20.838194
2007-01-27 00:00:00,0.37277502,0.078675,244.5265,1.6033332,0.15,0.1,0.0,5.9629164
2007-01-27 04:00:00,0.6597833,0.08360001,244.50392,2.8100002,0.0,0.19166666,2.6291666,8.175555
2007-01-27 08:00:00,1.8280833,0.14185,238.7078,7.6716666,0.0,2.7666667,13.6625,14.038889
2007-01-27 12:00:00,2.0688083,0.12139167,241.09467,8.594167,2.4958334,6.945833,17.8125,7.225972
2007-01-27 16:00:00,1.91,0.12369167,239.40707,7.9783335,2.2291667,2.2833333,11.958333,15.3625
